student_id,name,class,section,address,phone_number
906,Astrix Fairnington,5,D,2756 Anzinger Hill,8083836075
907,Hayden Goldsbrough,5,A,0227 Mifflin Hill,2325578143
908,Carleen Seeborne,5,B,36 Ramsey Park,8058279162
909,Kiel Scotts,5,D,8411 Maywood Terrace,5291970069
910,Shamus Krebs,5,D,87883 Nova Alley,5079984244
911,Marley Bremner,5,D,9 Ryan Street,3778290027
912,Ginger Rzehor,5,D,87089 Independence Plaza,4296991929
913,Anne-corinne Serman,5,D,138 Hazelcrest Alley,5625346885
914,Auguste O'Henery,5,D,7494 Montana Way,8635653565
915,Constantine Duly,5,D,4639 Gateway Court,9043127914
916,Sarajane Jenckes,5,B,4672 Trailsway Place,2156077672
917,Roberta Minard,5,B,994 Lukken Avenue,5437493018
918,Julia Wainwright,5,D,4804 Meadow Vale Circle,5126584225
919,Babara Haselup,5,B,1232 Dapin Point,2547913832
920,Pall Gear,5,D,0039 Schurz Circle,7297134388
921,Leesa Crate,5,B,35 Norway Maple Court,2393633779
922,Ingeborg Glas,5,D,85426 Walton Point,8967462641
923,Norri Crimes,5,A,5254 West Road,8335913725
924,Tandi O' Brian,5,D,78867 Schlimgen Pass,5542715697
925,Megan Grivori,5,B,182 Bayside Circle,7448812496
926,Melodie Middleditch,5,D,7360 Clyde Gallagher Street,6441652800
927,Neill Mangenet,5,D,236 Sunbrook Court,7145169920
928,Peri Mott,5,D,74 Maywood Way,6671516241
929,Devlen Barajaz,5,D,60 Holy Cross Terrace,2111700645
930,Korney Largan,5,D,2 Stang Lane,1944892555
931,Adela Mackness,5,D,97279 Reindahl Road,3038048564
932,Paulina Lammerding,5,D,9 Eagan Avenue,4729626268
933,Mab Smoughton,5,C,3 Anhalt Crossing,6924178326
934,Harley Martinat,5,D,3902 Monica Junction,4566885290
935,Averell Ryhorovich,5,A,44 Maple Wood Drive,9744757895
936,Thibaud Langeren,5,D,9937 Chinook Point,8149393670
937,Lamont Minster,5,C,86 Schlimgen Hill,6813813429
938,Jeane Garm,5,D,23 Aberg Center,2118429816
939,Henka Brice,5,D,8 Lunder Drive,2947367602
940,Clemens Cana,5,D,290 Merchant Plaza,6864249745
941,Colan Hendren,5,B,820 Randy Road,6204841546
942,Grant Stockbridge,5,B,50078 Declaration Avenue,3848674478
943,Almeta Woolvett,5,A,639 Namekagon Hill,8451799187
944,Tessi Moulding,5,A,82435 South Terrace,4597301559
945,Pavla Hannigane,5,B,6 Doe Crossing Park,1412551314
946,Sheff Kennea,5,D,17 Golf View Pass,7254435959
947,Roch Enns,5,D,841 Gina Circle,7145929559
948,Teressa Jeffress,5,C,0842 Independence Avenue,3917203295
949,Bev Camilleri,5,A,24 Jackson Drive,8241590941
950,Shaughn Casper,5,B,91 Novick Lane,2718273978
951,Merv Growden,5,D,2 Hanover Point,4782572407
952,Charlotte Togwell,5,D,13719 Prairie Rose Junction,2767957898
953,Beverley Jessard,5,D,7 Huxley Park,6588666399
954,Ginnie Bernardos,5,B,4 Mosinee Plaza,4316239932
955,Freeland Fellman,5,C,314 Waywood Pass,2439293485
956,Ranee Peppard,5,C,60994 Service Road,3712128282
957,Graham Somerset,5,C,14756 Barby Crossing,3315932650
958,Madelaine Birbeck,5,C,11 Killdeer Park,4273042488
959,Trista Cozzi,5,A,083 Golf Course Parkway,7087092238
960,Kynthia Sawney,5,D,6261 Dapin Junction,8233039222
961,Cassie Riordan,5,D,3 Stang Terrace,1427345749
962,Bronson Cossum,5,C,4042 Kensington Alley,1565869340
963,Derick Perillo,5,A,23158 Rigney Park,9984752371
964,Suki De Biasi,5,B,4 Reinke Place,4043959140
965,Gibb Scramage,5,A,0685 Manufacturers Park,3152274594
966,Ladonna Shepard,5,D,78014 Center Point,4432781592
967,Carla McCritchie,5,C,0 West Drive,2056450040
968,Grazia McCuaig,5,A,9 Old Shore Point,1201392818
969,Karleen Kaasman,5,C,2905 Laurel Court,3909454979
970,Bambi McAllister,5,C,83 Roth Place,8378042743
971,Electra Enrich,5,D,70616 1st Lane,7935532297
972,Leah Barrat,5,D,5 Katie Parkway,2174880744
973,Minni Schwandermann,5,A,020 Katie Alley,5531022736
974,Ardys Hawkswood,5,D,9 Mendota Circle,5443442567
975,Clarance Beecraft,5,B,154 Kedzie Crossing,8165606909
976,Karilynn Aveson,5,D,470 Blaine Terrace,1152262063
977,Bil Hunstone,5,D,1392 Londonderry Trail,6914054097
978,Bogey Noar,5,B,3 Spaight Lane,9792591466
979,Morey Jones,5,A,20 Homewood Avenue,6641336253
980,Alameda Brayley,5,C,4 Maryland Circle,9369790941
981,Filberte Reisin,5,D,6 Village Center,6437705600
982,Freedman Bickford,5,C,80 Morningstar Pass,6173262161
983,Genni Oseman,5,B,759 Evergreen Parkway,3203603814
984,Rawley Radke,5,A,9 Cordelia Road,8267505649
985,Osbourne Camden,5,A,30564 Pleasure Center,6061135537
986,Orbadiah Baumann,5,C,2971 Warrior Center,7034419724
987,Bondie Rennox,5,D,858 Carey Drive,7358897812
988,Karim Heynen,5,C,15611 Dovetail Crossing,6601458983
989,Riobard Doswell,5,C,6331 Leroy Park,9543085211
990,Greggory Thorlby,5,B,9 Green Circle,5343351226
991,Joel Babinski,5,C,7422 Melrose Alley,9371882110
992,Quinton Hamerton,5,B,2110 Kenwood Drive,5315034586
993,Reinaldo Iddens,5,C,1980 Little Fleur Junction,1821905544
994,Rosemaria Beddon,5,C,13128 Kropf Crossing,1191145187
995,Haskel Druhan,5,D,3461 Sheridan Alley,6393935289
996,Mead Grinvalds,5,A,1 Bonner Road,7241321726
997,Coralie Mattheissen,5,D,74 Monument Road,6741554955
998,Amargo McKerrow,5,D,57 Shoshone Circle,2824984562
999,Ravid Degoy,5,D,84358 Toban Point,5079241157
1000,Gail Cathcart,5,B,830 Coolidge Hill,8866825238
